1;0;0;0
2;0;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;0.000333333;0;0
8;0;0;0
9;0;0;0
10;0;0;0.000333333
11;0.000333333;0;0
12;0;0;0.000333333
13;0;0.001;0.000333333
14;0;0;0.000333333
15;0;0.001;0.000333333
16;0;0.001;0.000333333
17;0;0.001;0.000333333
18;0;0.001;0.000333333
19;0;0.001;0.000333333
20;0;0.001;0.000666667
21;0;0.001;0.000666667
22;0.000333333;0.001;0.000333333
23;0;0.002;0.000666667
24;0;0.001;0.000666667
25;0.000333333;0.002;0.000333333
26;0;0.001;0.001
27;0.000666667;0.002;0.000333333
28;0;0.001;0.001
29;0;0.001;0.001
30;0;0.001;0.001
31;0;0.001;0.00133333
32;0.000666667;0.001;0.001
33;0.000333333;0.002;0.001
34;0.000666667;0.002;0.001
35;0.000333333;0.002;0.00133333
36;0.001;0.002;0.001
37;0.000333333;0.003;0.00133333
38;0.000666667;0.003;0.00133333
39;0;0.003;0.002
40;0;0.004;0.00166667
41;0;0.003;0.002
42;0.000666667;0.004;0.00133333
43;0.001;0.004;0.00133333
44;0.000666667;0.004;0.00166667
45;0.001;0.004;0.00133333
46;0.001;0.004;0.00166667
47;0.000666667;0.004;0.002
48;0.000333333;0.004;0.00233333
49;0.000666667;0.004;0.002
50;0.001;0.004;0.002
51;0.001;0.005;0.00166667
52;0.000333333;0.004;0.00266667
53;0.001;0.005;0.002
54;0.001;0.005;0.00233333
55;0.001;0.005;0.002
56;0.001;0.005;0.00233333
57;0.001;0.005;0.00266667
58;0.001;0.004;0.00266667
59;0.001;0.005;0.00266667
60;0.00133333;0.005;0.00333333
61;0.00133333;0.005;0.00233333
62;0.001;0.005;0.003
63;0.00166667;0.005;0.00266667
64;0.001;0.005;0.00333333
65;0.001;0.008;0.00333333
66;0.00133333;0.008;0.00366667
67;0.00133333;0.008;0.00333333
68;0.00133333;0.01;0.00333333
69;0.00166667;0.01;0.003
70;0.00133333;0.011;0.00366667
71;0.00133333;0.011;0.00366667
72;0.00166667;0.011;0.00366667
73;0.00133333;0.012;0.00366667
